review_id,location,review_text_clean,aspect,sentiment,polarity,confidence,aspect_sentences
REV_000003,Bentota Beach,"beautiful beach, very clean. soft sand. nice breeze, and its not busy. the sunsets in the evening are beautiful. also you can get an ice cream for 45p!! worth a visit",crowd,positive,0.275,0.275,"['nice breeze, and its not busy.']"
REV_000004,Bentota Beach,"beautiful strip of beach, for the most part very clean and quiet. a nice break from the beaches filled with surfers and hawkers.",cleanliness,positive,0.457,0.457,"['beautiful strip of beach, for the most part very clean and quiet.']"
REV_000004,Bentota Beach,"beautiful strip of beach, for the most part very clean and quiet. a nice break from the beaches filled with surfers and hawkers.",location,positive,0.471,0.471,"['beautiful strip of beach, for the most part very clean and quiet.', 'a nice break from the beaches filled with surfers and hawkers.']"
REV_000004,Bentota Beach,"beautiful strip of beach, for the most part very clean and quiet. a nice break from the beaches filled with surfers and hawkers.",amenities,positive,0.471,0.471,"['beautiful strip of beach, for the most part very clean and quiet.', 'a nice break from the beaches filled with surfers and hawkers.']"
REV_000004,Bentota Beach,"beautiful strip of beach, for the most part very clean and quiet. a nice break from the beaches filled with surfers and hawkers.",view,positive,0.457,0.457,"['beautiful strip of beach, for the most part very clean and quiet.']"
REV_000004,Bentota Beach,"beautiful strip of beach, for the most part very clean and quiet. a nice break from the beaches filled with surfers and hawkers.",crowd,positive,0.457,0.457,"['beautiful strip of beach, for the most part very clean and quiet.']"
REV_000005,Bentota Beach,there is many thing to do at the beach side so that on you if you are interested in water sports or any other activities etc,location,positive,0.208,0.208,['there is many thing to do at the beach side so that on you if you are interested in water sports or any other activities etc']
REV_000005,Bentota Beach,there is many thing to do at the beach side so that on you if you are interested in water sports or any other activities etc,amenities,positive,0.208,0.208,['there is many thing to do at the beach side so that on you if you are interested in water sports or any other activities etc']
REV_000006,Bentota Beach,"excellent beach, clean, safe and well maintained. really beautiful and a pleasure to visit. enjoyed both the ocean and just chilling on the gorgeous shore.",cleanliness,positive,0.622,0.622,"['excellent beach, clean, safe and well maintained.']"
REV_000006,Bentota Beach,"excellent beach, clean, safe and well maintained. really beautiful and a pleasure to visit. enjoyed both the ocean and just chilling on the gorgeous shore.",location,positive,0.622,0.622,"['excellent beach, clean, safe and well maintained.']"
REV_000006,Bentota Beach,"excellent beach, clean, safe and well maintained. really beautiful and a pleasure to visit. enjoyed both the ocean and just chilling on the gorgeous shore.",amenities,positive,0.622,0.622,"['excellent beach, clean, safe and well maintained.']"
REV_000006,Bentota Beach,"excellent beach, clean, safe and well maintained. really beautiful and a pleasure to visit. enjoyed both the ocean and just chilling on the gorgeous shore.",view,positive,0.85,0.85,['really beautiful and a pleasure to visit.']
REV_000006,Bentota Beach,"excellent beach, clean, safe and well maintained. really beautiful and a pleasure to visit. enjoyed both the ocean and just chilling on the gorgeous shore.",safety,positive,0.622,0.622,"['excellent beach, clean, safe and well maintained.']"
REV_000007,Bentota Beach,been there twice great shallow beach if they can get rid of dangerously annoying street vendors beach is partly used by the fishing boats hence its not in the best as you expected,food,positive,0.113,0.113,['been there twice great shallow beach if they can get rid of dangerously annoying street vendors beach is partly used by the fishing boats hence its not in the best as you expected']
REV_000007,Bentota Beach,been there twice great shallow beach if they can get rid of dangerously annoying street vendors beach is partly used by the fishing boats hence its not in the best as you expected,location,positive,0.113,0.113,['been there twice great shallow beach if they can get rid of dangerously annoying street vendors beach is partly used by the fishing boats hence its not in the best as you expected']
REV_000007,Bentota Beach,been there twice great shallow beach if they can get rid of dangerously annoying street vendors beach is partly used by the fishing boats hence its not in the best as you expected,amenities,positive,0.113,0.113,['been there twice great shallow beach if they can get rid of dangerously annoying street vendors beach is partly used by the fishing boats hence its not in the best as you expected']
REV_000007,Bentota Beach,been there twice great shallow beach if they can get rid of dangerously annoying street vendors beach is partly used by the fishing boats hence its not in the best as you expected,safety,positive,0.113,0.113,['been there twice great shallow beach if they can get rid of dangerously annoying street vendors beach is partly used by the fishing boats hence its not in the best as you expected']
REV_000008,Bentota Beach,"not so many tourists during the week. the beds seems to be free unless there comes a guy offering you drinks. if you buy some drinks from him, another guy comes and asks you to pay not only for drinks but for the bed too.",crowd,positive,0.5,0.5,['not so many tourists during the week.']
REV_000009,Bentota Beach,very beautiful and clean beach with a very long stretch. it is less crowded and you can expect very big hotel chains there. its beautiful and so peaceful.,cleanliness,positive,0.434,0.434,['very beautiful and clean beach with a very long stretch.']
REV_000009,Bentota Beach,very beautiful and clean beach with a very long stretch. it is less crowded and you can expect very big hotel chains there. its beautiful and so peaceful.,location,positive,0.434,0.434,['very beautiful and clean beach with a very long stretch.']
REV_000009,Bentota Beach,very beautiful and clean beach with a very long stretch. it is less crowded and you can expect very big hotel chains there. its beautiful and so peaceful.,amenities,positive,0.48,0.48,"['very beautiful and clean beach with a very long stretch.', 'its beautiful and so peaceful.']"
REV_000009,Bentota Beach,very beautiful and clean beach with a very long stretch. it is less crowded and you can expect very big hotel chains there. its beautiful and so peaceful.,view,positive,0.48,0.48,"['very beautiful and clean beach with a very long stretch.', 'its beautiful and so peaceful.']"
REV_000009,Bentota Beach,very beautiful and clean beach with a very long stretch. it is less crowded and you can expect very big hotel chains there. its beautiful and so peaceful.,crowd,positive,0.233,0.233,"['it is less crowded and you can expect very big hotel chains there.', 'its beautiful and so peaceful.']"
REV_000010,Bentota Beach,"we had romantic experience in bentota beach in sri lanka. i went to the place with my mother, wife and elder son. the beach was romantic. there was lovely evening breeze. everyone in my family enjoyed the stay in the beach.",location,positive,0.167,0.167,"['we had romantic experience in bentota beach in sri lanka.', 'the beach was romantic.', 'everyone in my family enjoyed the stay in the beach.']"
REV_000010,Bentota Beach,"we had romantic experience in bentota beach in sri lanka. i went to the place with my mother, wife and elder son. the beach was romantic. there was lovely evening breeze. everyone in my family enjoyed the stay in the beach.",amenities,positive,0.167,0.167,"['we had romantic experience in bentota beach in sri lanka.', 'i went to the place with my mother, wife and elder son.', 'the beach was romantic.', 'everyone in my family enjoyed the stay in the beach.']"
REV_000011,Bentota Beach,"we gave a best beach experience between the river and the ocean, no local people, no crowd, just the best ocean, with great sand and waves",food,positive,0.7,0.7,"['we gave a best beach experience between the river and the ocean, no local people, no crowd, just the best ocean, with great sand and waves']"
REV_000011,Bentota Beach,"we gave a best beach experience between the river and the ocean, no local people, no crowd, just the best ocean, with great sand and waves",location,positive,0.7,0.7,"['we gave a best beach experience between the river and the ocean, no local people, no crowd, just the best ocean, with great sand and waves']"
REV_000011,Bentota Beach,"we gave a best beach experience between the river and the ocean, no local people, no crowd, just the best ocean, with great sand and waves",amenities,positive,0.7,0.7,"['we gave a best beach experience between the river and the ocean, no local people, no crowd, just the best ocean, with great sand and waves']"
REV_000011,Bentota Beach,"we gave a best beach experience between the river and the ocean, no local people, no crowd, just the best ocean, with great sand and waves",crowd,positive,0.7,0.7,"['we gave a best beach experience between the river and the ocean, no local people, no crowd, just the best ocean, with great sand and waves']"
REV_000012,Bentota Beach,"very clean beach. however, quite a good portion is claimed by the individual hotels, s their own private beaches, keeping away the hawkers and the shacks. a lot of water sports available, mainly surfing.",cleanliness,positive,0.477,0.477,['very clean beach.']
REV_000012,Bentota Beach,"very clean beach. however, quite a good portion is claimed by the individual hotels, s their own private beaches, keeping away the hawkers and the shacks. a lot of water sports available, mainly surfing.",location,positive,0.355,0.355,"['very clean beach.', 'however, quite a good portion is claimed by the individual hotels, s their own private beaches, keeping away the hawkers and the shacks.']"
REV_000012,Bentota Beach,"very clean beach. however, quite a good portion is claimed by the individual hotels, s their own private beaches, keeping away the hawkers and the shacks. a lot of water sports available, mainly surfing.",amenities,positive,0.355,0.355,"['very clean beach.', 'however, quite a good portion is claimed by the individual hotels, s their own private beaches, keeping away the hawkers and the shacks.']"
REV_000013,Bentota Beach,"nice , serene beach. you can go there in the morning or evening. not very crowded and much clean. jus the waves look little crazy so need to be more careful unlike beaches like kashid. overall good place to spend time.",service,neutral,-0.097,0.097,['jus the waves look little crazy so need to be more careful unlike beaches like kashid.']
REV_000013,Bentota Beach,"nice , serene beach. you can go there in the morning or evening. not very crowded and much clean. jus the waves look little crazy so need to be more careful unlike beaches like kashid. overall good place to spend time.",cleanliness,positive,0.133,0.133,['not very crowded and much clean.']
REV_000013,Bentota Beach,"nice , serene beach. you can go there in the morning or evening. not very crowded and much clean. jus the waves look little crazy so need to be more careful unlike beaches like kashid. overall good place to spend time.",location,neutral,0.042,0.042,"['nice , serene beach.', 'jus the waves look little crazy so need to be more careful unlike beaches like kashid.']"
REV_000013,Bentota Beach,"nice , serene beach. you can go there in the morning or evening. not very crowded and much clean. jus the waves look little crazy so need to be more careful unlike beaches like kashid. overall good place to spend time.",amenities,positive,0.13,0.13,"['nice , serene beach.', 'jus the waves look little crazy so need to be more careful unlike beaches like kashid.', 'overall good place to spend time.']"
REV_000013,Bentota Beach,"nice , serene beach. you can go there in the morning or evening. not very crowded and much clean. jus the waves look little crazy so need to be more careful unlike beaches like kashid. overall good place to spend time.",transport,neutral,-0.097,0.097,['jus the waves look little crazy so need to be more careful unlike beaches like kashid.']
REV_000013,Bentota Beach,"nice , serene beach. you can go there in the morning or evening. not very crowded and much clean. jus the waves look little crazy so need to be more careful unlike beaches like kashid. overall good place to spend time.",crowd,positive,0.133,0.133,['not very crowded and much clean.']
REV_000014,Bentota Beach,this a natural sandy beach with mangroves along the edge. there are no high rise properties or properties really visible from the beach. it is not crowded and visually stunning? there are a couple of places only with a few sunbed said one being sun and sea restaurant? perfect place for watching the waves and the sunsets which are amasing.,food,neutral,-0.1,0.1,['there are a couple of places only with a few sunbed said one being sun and sea restaurant?']
REV_000014,Bentota Beach,this a natural sandy beach with mangroves along the edge. there are no high rise properties or properties really visible from the beach. it is not crowded and visually stunning? there are a couple of places only with a few sunbed said one being sun and sea restaurant? perfect place for watching the waves and the sunsets which are amasing.,location,neutral,0.073,0.073,"['this a natural sandy beach with mangroves along the edge.', 'there are no high rise properties or properties really visible from the beach.']"
REV_000014,Bentota Beach,this a natural sandy beach with mangroves along the edge. there are no high rise properties or properties really visible from the beach. it is not crowded and visually stunning? there are a couple of places only with a few sunbed said one being sun and sea restaurant? perfect place for watching the waves and the sunsets which are amasing.,amenities,positive,0.17,0.17,"['this a natural sandy beach with mangroves along the edge.', 'there are no high rise properties or properties really visible from the beach.', 'there are a couple of places only with a few sunbed said one being sun and sea restaurant?', 'perfect place for watching the waves and the sunsets which are amasing.']"
REV_000014,Bentota Beach,this a natural sandy beach with mangroves along the edge. there are no high rise properties or properties really visible from the beach. it is not crowded and visually stunning? there are a couple of places only with a few sunbed said one being sun and sea restaurant? perfect place for watching the waves and the sunsets which are amasing.,view,positive,0.5,0.5,['it is not crowded and visually stunning?']
REV_000014,Bentota Beach,this a natural sandy beach with mangroves along the edge. there are no high rise properties or properties really visible from the beach. it is not crowded and visually stunning? there are a couple of places only with a few sunbed said one being sun and sea restaurant? perfect place for watching the waves and the sunsets which are amasing.,crowd,positive,0.5,0.5,['it is not crowded and visually stunning?']
REV_000015,Bentota Beach,basic beach but very relaxing as its not a busy beach. water is is perfect temperature and got a quick tan. left happy and satisfied and lovely pics for memories as it was our little baby daughters first time on the beach.,location,positive,0.224,0.224,"['basic beach but very relaxing as its not a busy beach.', 'left happy and satisfied and lovely pics for memories as it was our little baby daughters first time on the beach.']"
REV_000015,Bentota Beach,basic beach but very relaxing as its not a busy beach. water is is perfect temperature and got a quick tan. left happy and satisfied and lovely pics for memories as it was our little baby daughters first time on the beach.,amenities,positive,0.224,0.224,"['basic beach but very relaxing as its not a busy beach.', 'left happy and satisfied and lovely pics for memories as it was our little baby daughters first time on the beach.']"
REV_000015,Bentota Beach,basic beach but very relaxing as its not a busy beach. water is is perfect temperature and got a quick tan. left happy and satisfied and lovely pics for memories as it was our little baby daughters first time on the beach.,transport,neutral,0.05,0.05,['basic beach but very relaxing as its not a busy beach.']
REV_000015,Bentota Beach,basic beach but very relaxing as its not a busy beach. water is is perfect temperature and got a quick tan. left happy and satisfied and lovely pics for memories as it was our little baby daughters first time on the beach.,crowd,neutral,0.05,0.05,['basic beach but very relaxing as its not a busy beach.']
REV_000016,Bentota Beach,lovely beach with great sand and sea. taj hotel is very good and staff amazing. no litter or plastic on beach,food,positive,0.65,0.65,['lovely beach with great sand and sea.']
REV_000016,Bentota Beach,lovely beach with great sand and sea. taj hotel is very good and staff amazing. no litter or plastic on beach,service,positive,0.755,0.755,['taj hotel is very good and staff amazing.']
REV_000016,Bentota Beach,lovely beach with great sand and sea. taj hotel is very good and staff amazing. no litter or plastic on beach,location,positive,0.65,0.65,"['lovely beach with great sand and sea.', 'no litter or plastic on beach']"
REV_000016,Bentota Beach,lovely beach with great sand and sea. taj hotel is very good and staff amazing. no litter or plastic on beach,amenities,positive,0.65,0.65,"['lovely beach with great sand and sea.', 'no litter or plastic on beach']"
REV_000017,Bentota Beach,super beach n boat ride was super..must fist place in srilanka very nice experience to move in mangroves trees,location,positive,0.557,0.557,['super beach n boat ride was super..must fist place in srilanka very nice experience to move in mangroves trees']
REV_000017,Bentota Beach,super beach n boat ride was super..must fist place in srilanka very nice experience to move in mangroves trees,amenities,positive,0.557,0.557,['super beach n boat ride was super..must fist place in srilanka very nice experience to move in mangroves trees']
REV_000018,Bentota Beach,nice and clean beach in area we stayed. you can enjoy relaxing and swiming in ocean. waves are not so dangerous for small kids.,cleanliness,positive,0.483,0.483,['nice and clean beach in area we stayed.']
REV_000018,Bentota Beach,nice and clean beach in area we stayed. you can enjoy relaxing and swiming in ocean. waves are not so dangerous for small kids.,location,positive,0.483,0.483,['nice and clean beach in area we stayed.']
REV_000018,Bentota Beach,nice and clean beach in area we stayed. you can enjoy relaxing and swiming in ocean. waves are not so dangerous for small kids.,amenities,positive,0.483,0.483,['nice and clean beach in area we stayed.']
REV_000018,Bentota Beach,nice and clean beach in area we stayed. you can enjoy relaxing and swiming in ocean. waves are not so dangerous for small kids.,safety,negative,-0.425,0.425,['waves are not so dangerous for small kids.']
REV_000019,Bentota Beach,we walk on the street..we met a boy he has a red nice tuk tuk and big fan of bob marley..and i tell him to take me a bentota beach..and he drop me there..actually nice tuk tuk service..if you can contact him 94767041336 kalu tours,service,positive,0.3,0.3,['we walk on the street..we met a boy he has a red nice tuk tuk and big fan of bob marley..and i tell him to take me a bentota beach..and he drop me there..actually nice tuk tuk service..if you can contact him 94767041336 kalu tours']
REV_000019,Bentota Beach,we walk on the street..we met a boy he has a red nice tuk tuk and big fan of bob marley..and i tell him to take me a bentota beach..and he drop me there..actually nice tuk tuk service..if you can contact him 94767041336 kalu tours,location,positive,0.3,0.3,['we walk on the street..we met a boy he has a red nice tuk tuk and big fan of bob marley..and i tell him to take me a bentota beach..and he drop me there..actually nice tuk tuk service..if you can contact him 94767041336 kalu tours']
REV_000019,Bentota Beach,we walk on the street..we met a boy he has a red nice tuk tuk and big fan of bob marley..and i tell him to take me a bentota beach..and he drop me there..actually nice tuk tuk service..if you can contact him 94767041336 kalu tours,amenities,positive,0.3,0.3,['we walk on the street..we met a boy he has a red nice tuk tuk and big fan of bob marley..and i tell him to take me a bentota beach..and he drop me there..actually nice tuk tuk service..if you can contact him 94767041336 kalu tours']
REV_000020,Bentota Beach,we stayed at cinnonmon bentota...they hav beach on their boundary...it was great experience to walk early mornings... evenings??,food,positive,0.45,0.45,['we stayed at cinnonmon bentota...they hav beach on their boundary...it was great experience to walk early mornings...']
REV_000020,Bentota Beach,we stayed at cinnonmon bentota...they hav beach on their boundary...it was great experience to walk early mornings... evenings??,location,positive,0.45,0.45,['we stayed at cinnonmon bentota...they hav beach on their boundary...it was great experience to walk early mornings...']
REV_000020,Bentota Beach,we stayed at cinnonmon bentota...they hav beach on their boundary...it was great experience to walk early mornings... evenings??,amenities,positive,0.45,0.45,['we stayed at cinnonmon bentota...they hav beach on their boundary...it was great experience to walk early mornings...']
REV_000021,Bentota Beach,"nice secluded beach, with less crowd, both my boys had great fun. hours of fun with no gadgets, just sand and water.",food,positive,0.383,0.383,"['nice secluded beach, with less crowd, both my boys had great fun.']"
REV_000021,Bentota Beach,"nice secluded beach, with less crowd, both my boys had great fun. hours of fun with no gadgets, just sand and water.",location,positive,0.383,0.383,"['nice secluded beach, with less crowd, both my boys had great fun.']"
REV_000021,Bentota Beach,"nice secluded beach, with less crowd, both my boys had great fun. hours of fun with no gadgets, just sand and water.",amenities,positive,0.383,0.383,"['nice secluded beach, with less crowd, both my boys had great fun.']"
REV_000021,Bentota Beach,"nice secluded beach, with less crowd, both my boys had great fun. hours of fun with no gadgets, just sand and water.",crowd,positive,0.383,0.383,"['nice secluded beach, with less crowd, both my boys had great fun.']"
REV_000022,Bentota Beach,lovely for tranquil walks.... fringed by coconut palms. however more hotel construction underway. enjoy a quiet beach walk while you can ??,location,positive,0.2,0.2,['enjoy a quiet beach walk while you can ?']
REV_000022,Bentota Beach,lovely for tranquil walks.... fringed by coconut palms. however more hotel construction underway. enjoy a quiet beach walk while you can ??,amenities,positive,0.2,0.2,['enjoy a quiet beach walk while you can ?']
REV_000022,Bentota Beach,lovely for tranquil walks.... fringed by coconut palms. however more hotel construction underway. enjoy a quiet beach walk while you can ??,crowd,positive,0.2,0.2,['enjoy a quiet beach walk while you can ?']
REV_000023,Bentota Beach,really long and beautiful beach but so sad that they not clean it up. maybe they fix it later when more tourist coming but its sad walking around in plastic bottles.,cleanliness,neutral,0.029,0.029,['really long and beautiful beach but so sad that they not clean it up.']
REV_000023,Bentota Beach,really long and beautiful beach but so sad that they not clean it up. maybe they fix it later when more tourist coming but its sad walking around in plastic bottles.,location,neutral,0.029,0.029,['really long and beautiful beach but so sad that they not clean it up.']
REV_000023,Bentota Beach,really long and beautiful beach but so sad that they not clean it up. maybe they fix it later when more tourist coming but its sad walking around in plastic bottles.,amenities,neutral,0.029,0.029,['really long and beautiful beach but so sad that they not clean it up.']
REV_000023,Bentota Beach,really long and beautiful beach but so sad that they not clean it up. maybe they fix it later when more tourist coming but its sad walking around in plastic bottles.,view,neutral,0.029,0.029,['really long and beautiful beach but so sad that they not clean it up.']
REV_000023,Bentota Beach,really long and beautiful beach but so sad that they not clean it up. maybe they fix it later when more tourist coming but its sad walking around in plastic bottles.,crowd,neutral,0.0,0.0,['maybe they fix it later when more tourist coming but its sad walking around in plastic bottles.']
REV_000024,Bentota Beach,this best beach in sri lanka bath and looking sunsat so do not miss this beach for your family trips,location,positive,1.0,1.0,['this best beach in sri lanka bath and looking sunsat so do not miss this beach for your family trips']
REV_000024,Bentota Beach,this best beach in sri lanka bath and looking sunsat so do not miss this beach for your family trips,amenities,positive,1.0,1.0,['this best beach in sri lanka bath and looking sunsat so do not miss this beach for your family trips']
REV_000025,Bentota Beach,"located around 78km from colombo on south side, its a scenic beach with white sands. we visited water games park, turtle hatching centre, an island and other local shopping centres. must visit place for visitors to sri lanka",location,neutral,0.0,0.0,"['located around 78km from colombo on south side, its a scenic beach with white sands.']"
REV_000025,Bentota Beach,"located around 78km from colombo on south side, its a scenic beach with white sands. we visited water games park, turtle hatching centre, an island and other local shopping centres. must visit place for visitors to sri lanka",amenities,neutral,0.0,0.0,"['located around 78km from colombo on south side, its a scenic beach with white sands.', 'must visit place for visitors to sri lanka']"
REV_000025,Bentota Beach,"located around 78km from colombo on south side, its a scenic beach with white sands. we visited water games park, turtle hatching centre, an island and other local shopping centres. must visit place for visitors to sri lanka",view,neutral,0.0,0.0,"['located around 78km from colombo on south side, its a scenic beach with white sands.']"
REV_000026,Bentota Beach,"its a very long beach with all the big hotels at one side. ekho surf, taj vivanta etc one can spend hours strolling along the beach from one end to another. its well maintained and is very clean. there are rocky views in some areas where one can sit and enjoy the crashing waves as well.",cleanliness,positive,0.477,0.477,['its well maintained and is very clean.']
REV_000026,Bentota Beach,"its a very long beach with all the big hotels at one side. ekho surf, taj vivanta etc one can spend hours strolling along the beach from one end to another. its well maintained and is very clean. there are rocky views in some areas where one can sit and enjoy the crashing waves as well.",location,neutral,-0.033,0.033,"['its a very long beach with all the big hotels at one side.', 'ekho surf, taj vivanta etc one can spend hours strolling along the beach from one end to another.']"
REV_000026,Bentota Beach,"its a very long beach with all the big hotels at one side. ekho surf, taj vivanta etc one can spend hours strolling along the beach from one end to another. its well maintained and is very clean. there are rocky views in some areas where one can sit and enjoy the crashing waves as well.",amenities,neutral,-0.033,0.033,"['its a very long beach with all the big hotels at one side.', 'ekho surf, taj vivanta etc one can spend hours strolling along the beach from one end to another.']"
REV_000026,Bentota Beach,"its a very long beach with all the big hotels at one side. ekho surf, taj vivanta etc one can spend hours strolling along the beach from one end to another. its well maintained and is very clean. there are rocky views in some areas where one can sit and enjoy the crashing waves as well.",view,positive,0.4,0.4,['there are rocky views in some areas where one can sit and enjoy the crashing waves as well.']
REV_000027,Bentota Beach,"although the sea is quite rough in september and the rain can be very regular , when the sun is shining bentota beach is beautiful. if you require a local english speaking tuk tuk driver and guide for temple tours , fish market tours,turtle release and conservation tours and anything else you might need including shopping and money exchange them denis is your man with hes brand new gleaming red tuk tuk. he is normally on the tuk tuk rank outside the ekho surf hotel or give him a call on 94 77 603 8410. denis will also arrange airport transfers if required . these local guys need your patronage and they dont get any friendlier or knowledgable than denis not hes real name but he will explain why. if you see denis let him know gary and ann will be back in december .",location,positive,0.25,0.25,"['although the sea is quite rough in september and the rain can be very regular , when the sun is shining bentota beach is beautiful.']"
REV_000027,Bentota Beach,"although the sea is quite rough in september and the rain can be very regular , when the sun is shining bentota beach is beautiful. if you require a local english speaking tuk tuk driver and guide for temple tours , fish market tours,turtle release and conservation tours and anything else you might need including shopping and money exchange them denis is your man with hes brand new gleaming red tuk tuk. he is normally on the tuk tuk rank outside the ekho surf hotel or give him a call on 94 77 603 8410. denis will also arrange airport transfers if required . these local guys need your patronage and they dont get any friendlier or knowledgable than denis not hes real name but he will explain why. if you see denis let him know gary and ann will be back in december .",value,neutral,0.034,0.034,"['if you require a local english speaking tuk tuk driver and guide for temple tours , fish market tours,turtle release and conservation tours and anything else you might need including shopping and money exchange them denis is your man with hes brand new gleaming red tuk tuk.']"
REV_000027,Bentota Beach,"although the sea is quite rough in september and the rain can be very regular , when the sun is shining bentota beach is beautiful. if you require a local english speaking tuk tuk driver and guide for temple tours , fish market tours,turtle release and conservation tours and anything else you might need including shopping and money exchange them denis is your man with hes brand new gleaming red tuk tuk. he is normally on the tuk tuk rank outside the ekho surf hotel or give him a call on 94 77 603 8410. denis will also arrange airport transfers if required . these local guys need your patronage and they dont get any friendlier or knowledgable than denis not hes real name but he will explain why. if you see denis let him know gary and ann will be back in december .",amenities,positive,0.188,0.188,"['although the sea is quite rough in september and the rain can be very regular , when the sun is shining bentota beach is beautiful.', 'if you see denis let him know gary and ann will be back in december .']"
